dtc_code,description,subsystem,category,severity,severity_score,safe_to_drive,immediate_repair,explanation,driver_action
P1230,Fuel Pump Low Speed Malfunction,Fuel System,Fuel,Medium,3,Yes,No,"The fuel delivery system is reporting abnormal pressure, which can cause stalling, hesitation, or a no-start condition.",Have the fuel pressure system inspected promptly. Avoid driving if stalling or hesitation occurs.
P1231,"Fuel Pump Secondary Circuit Low, High Speed",Fuel System,Fuel,Medium,3,Yes,No,"The fuel delivery system is reporting abnormal pressure, which can cause stalling, hesitation, or a no-start condition.",Have the fuel pressure system inspected promptly. Avoid driving if stalling or hesitation occurs.
P1232,Fuel Pump Speed Primary Circuit Malfunction,Fuel System,Fuel,Medium,3,Yes,No,"The fuel delivery system is reporting abnormal pressure, which can cause stalling, hesitation, or a no-start condition.",Have the fuel pressure system inspected promptly. Avoid driving if stalling or hesitation occurs.
P1233,Fuel Pump Driver Module Off Line,Fuel System,Fuel,Medium,3,Yes,No,"The fuel delivery system is reporting abnormal pressure, which can cause stalling, hesitation, or a no-start condition.",Have the fuel pressure system inspected promptly. Avoid driving if stalling or hesitation occurs.
P1234,Fuel Pump Driver Module Off Line,Fuel System,Fuel,Medium,3,Yes,No,"The fuel delivery system is reporting abnormal pressure, which can cause stalling, hesitation, or a no-start condition.",Have the fuel pressure system inspected promptly. Avoid driving if stalling or hesitation occurs.
P1235,Fuel Pump Control Out Of Range,Fuel System,Fuel,Medium,3,Yes,No,"The fuel delivery system is reporting abnormal pressure, which can cause stalling, hesitation, or a no-start condition.",Have the fuel pressure system inspected promptly. Avoid driving if stalling or hesitation occurs.
P1236,Fuel Pump Control Out Of Range,Fuel System,Fuel,Medium,3,Yes,No,"The fuel delivery system is reporting abnormal pressure, which can cause stalling, hesitation, or a no-start condition.",Have the fuel pressure system inspected promptly. Avoid driving if stalling or hesitation occurs.
P1237,Fuel Pump Secondary Circuit Malfunction,Fuel System,Fuel,Medium,3,Yes,No,"The fuel delivery system is reporting abnormal pressure, which can cause stalling, hesitation, or a no-start condition.",Have the fuel pressure system inspected promptly. Avoid driving if stalling or hesitation occurs.
P1238,Fuel Pump Secondary Circuit Malfunction,Fuel System,Fuel,Medium,3,Yes,No,"The fuel delivery system is reporting abnormal pressure, which can cause stalling, hesitation, or a no-start condition.",Have the fuel pressure system inspected promptly. Avoid driving if stalling or hesitation occurs.
P1239,Speed Fuel Pump Positive Feed Fault,Fuel System,Fuel,Medium,3,Yes,No,"The fuel delivery system is reporting abnormal pressure, which can cause stalling, hesitation, or a no-start condition.",Have the fuel pressure system inspected promptly. Avoid driving if stalling or hesitation occurs.
P1240,Sensor Power Supply Malfunction,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Sensor Power Supply Malfunction. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1240). Monitor the vehicle for any worsening symptoms in the meantime.
P1241,Sensor Power Supply Low Input,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Sensor Power Supply Low Input. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1241). Monitor the vehicle for any worsening symptoms in the meantime.
P1242,Sensor Power Supply High Input,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Sensor Power Supply High Input. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1242). Monitor the vehicle for any worsening symptoms in the meantime.
P1243,Second Fuel Pump Faulty or Ground Fault,Fuel System,Fuel,Medium,3,Yes,No,"The fuel delivery system is reporting abnormal pressure, which can cause stalling, hesitation, or a no-start condition.",Have the fuel pressure system inspected promptly. Avoid driving if stalling or hesitation occurs.
P1244,Alternator Load Input Failed High,Electrical,Electrical,Medium,3,Yes,No,"The charging system voltage is outside its expected range, which can lead to a dead battery or electrical malfunctions.",Inspect the charging system as soon as possible. A failing alternator can leave you stranded with a dead battery.
P1245,Alternator Load Input Failed Low,Electrical,Electrical,Medium,3,Yes,No,"The charging system voltage is outside its expected range, which can lead to a dead battery or electrical malfunctions.",Inspect the charging system as soon as possible. A failing alternator can leave you stranded with a dead battery.
P1246,Alternator Load Input Failed,Electrical,Electrical,Medium,3,Yes,No,"The charging system voltage is outside its expected range, which can lead to a dead battery or electrical malfunctions.",Inspect the charging system as soon as possible. A failing alternator can leave you stranded with a dead battery.
P1247,Turbo Boost Pressure Low,Air Intake,Engine,High,4,Depends,Yes,"The turbo/supercharger boost system is reporting a fault, which can cause a loss of power or engine damage if ignored.",Avoid hard acceleration until inspected. Have the turbo/supercharger boost system checked promptly.
P1248,Turbo Boost Pressure Not Detected,Air Intake,Engine,High,4,Depends,Yes,"The turbo/supercharger boost system is reporting a fault, which can cause a loss of power or engine damage if ignored.",Avoid hard acceleration until inspected. Have the turbo/supercharger boost system checked promptly.
P1249,Wastegate Control Valve Performance,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Wastegate Control Valve Performance. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1249). Monitor the vehicle for any worsening symptoms in the meantime.
P1250,PRC Solenoid Circuit Malfunction,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): PRC Solenoid Circuit Malfunction. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1250). Monitor the vehicle for any worsening symptoms in the meantime.
P1251,Air Mixture Solenoid Circuit Malfunction,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Air Mixture Solenoid Circuit Malfunction. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1251). Monitor the vehicle for any worsening symptoms in the meantime.
P1252,Pedal Correlation PDS1 and LPDS High,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Pedal Correlation PDS1 and LPDS High. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1252). Monitor the vehicle for any worsening symptoms in the meantime.
P1253,Pedal Correlation PDS1 and LPDS Low,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Pedal Correlation PDS1 and LPDS Low. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1253). Monitor the vehicle for any worsening symptoms in the meantime.
P1254,Pedal Correlation PDS2 and LPDS High,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Pedal Correlation PDS2 and LPDS High. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1254). Monitor the vehicle for any worsening symptoms in the meantime.
P1255,Pedal Correlation PDS2 and LPDS Low,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Pedal Correlation PDS2 and LPDS Low. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1255). Monitor the vehicle for any worsening symptoms in the meantime.
P1256,Pedal Correlation PDS1 and HPDS,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Pedal Correlation PDS1 and HPDS. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1256). Monitor the vehicle for any worsening symptoms in the meantime.
P1257,Pedal Correlation PDS2 and HPDS,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Pedal Correlation PDS2 and HPDS. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1257). Monitor the vehicle for any worsening symptoms in the meantime.
P1258,Pedal Correlation PDS1 and PDS2,Engine,Engine,Medium,3,Yes,No,A fault has been detected in the Engine subsystem (Engine): Pedal Correlation PDS1 and PDS2. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1258). Monitor the vehicle for any worsening symptoms in the meantime.
P1259,Immobilizer to PCM Signal Error,Security,Body,Medium,3,Yes,No,"A fault has been detected in the vehicle security/immobilizer system, which may prevent the engine from starting.","If the vehicle will not start, consult the owner's manual for the security system reset procedure or contact a dealer."
P1260,"THEFT Detected, Vehicle Immobilzed",Engine,Engine,Medium,3,Yes,No,"A fault has been detected in the Engine subsystem (Engine): THEFT Detected, Vehicle Immobilzed. Further diagnostic inspection is recommended to determine the exact root cause.",Schedule a diagnostic inspection to confirm the root cause of this code (P1260). Monitor the vehicle for any worsening symptoms in the meantime.
P1261,Cylinder #1 High To Low Side Short,Engine,Engine,High,4,Depends,Yes,A fault has been detected in the Engine subsystem (Engine): Cylinder #1 High To Low Side Short. Further diagnostic inspection is recommended to determine the exact root cause.,Schedule a diagnostic inspection to confirm the root cause of this code (P1261). Monitor the vehicle for any worsening symptoms in the meantime.
